token,valid,rank,infer_time_s,infer_time_ms,infer_mode,skip_video_decode,gpu_mem_alloc_before_mb,gpu_mem_alloc_after_mb,gpu_mem_alloc_peak_mb,gpu_mem_alloc_peak_delta_mb,gpu_mem_reserved_before_mb,gpu_mem_reserved_after_mb,gpu_mem_reserved_peak_mb,gpu_mem_reserved_peak_delta_mb,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,comfort,multiplicative_metrics_prod,weighted_metrics,weighted_metrics_array,pdm_score,score,nuscenes_l2_1s_m,nuscenes_collision_1s_pct,nuscenes_l2_2s_m,nuscenes_collision_2s_pct,nuscenes_l2_3s_m,nuscenes_collision_3s_pct
0000548db87959c2,True,0,1.3017180282622576,1301.7180282622576,trajectory_only,1.0,21754.3193359375,21762.4453125,23286.720703125,1532.4013671875,21768.0,23652.0,23652.0,1884.0,1.0,1.0,1.0,,0.8273895093074551,1.0,,1.0,1.0,1.0,,,0.9280789622114396,0.9280789622114396,0.40495914220809937,0.0,1.2218681573867798,0.0,3.543112277984619,0.0
001b34b45b2f50e4,True,0,0.5523247346282005,552.3247346282005,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.050790708512067795,0.0,0.3965536057949066,0.0,0.15291956067085266,0.0
003a1fdca9505c09,True,0,0.5517479032278061,551.7479032278061,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.9603801906207211,1.0,,1.0,1.0,1.0,,,0.9834917460919671,0.9834917460919671,0.24200935661792755,0.0,0.20177282392978668,0.0,0.4694754481315613,0.0
006d30e1af265b1e,True,0,0.552037050947547,552.037050947547,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.8568703024167089,1.0,,1.0,1.0,1.0,,,0.9403626260069621,0.9403626260069621,0.2638002336025238,0.0,0.7849339842796326,0.0,1.8960071802139282,0.0
00a757f8d4e45f8c,True,0,0.5522391740232706,552.2391740232706,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.9310716067600583,1.0,,1.0,1.0,1.0,,,0.9712798361500242,0.9712798361500242,0.26884937286376953,0.0,0.16500957310199738,0.0,0.1546681821346283,0.0
00f49d71f0eb507b,True,0,0.5526930801570415,552.6930801570415,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.3731914922311894,1.0,,1.0,1.0,1.0,,,0.7388297884296623,0.7388297884296623,0.1838880032300949,0.0,0.1763504594564438,0.0,1.2109414339065552,0.0
012ca60989175c54,True,0,0.5526075940579176,552.6075940579176,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.08911991864442825,0.0,0.09681464731693268,0.0,0.07781251519918442,0.0
013ec5b715635a66,True,0,0.5529481470584869,552.9481470584869,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.3660825490951538,0.0,0.3999686539173126,0.0,0.5701480507850647,0.0
01518f6335d75c16,True,0,0.5531081557273865,553.1081557273865,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.6692036016368627,1.0,,1.0,1.0,1.0,,,0.8621681673486927,0.8621681673486927,0.11816602945327759,0.0,0.14348292350769043,0.0,0.46147987246513367,0.0
018690bcb255590d,True,0,0.5539468936622143,553.9468936622143,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.9943331815858276,1.0,,1.0,1.0,1.0,,,0.9976388256607615,0.9976388256607615,0.15566390752792358,0.0,0.3539876341819763,0.0,0.7438832521438599,0.0
01c019a7360f5445,True,0,0.553352115675807,553.352115675807,trajectory_only,1.0,21762.4453125,21762.4462890625,23286.9501953125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.7700486937661093,1.0,,1.0,1.0,1.0,,,0.9041869557358789,0.9041869557358789,0.09762411564588547,0.0,0.5411619544029236,0.0,1.0169787406921387,0.0
