token,valid,rank,infer_time_s,infer_time_ms,infer_mode,skip_video_decode,gpu_mem_alloc_before_mb,gpu_mem_alloc_after_mb,gpu_mem_alloc_peak_mb,gpu_mem_alloc_peak_delta_mb,gpu_mem_reserved_before_mb,gpu_mem_reserved_after_mb,gpu_mem_reserved_peak_mb,gpu_mem_reserved_peak_delta_mb,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,comfort,multiplicative_metrics_prod,weighted_metrics,weighted_metrics_array,pdm_score,score,nuscenes_l2_1s_m,nuscenes_collision_1s_pct,nuscenes_l2_2s_m,nuscenes_collision_2s_pct,nuscenes_l2_3s_m,nuscenes_collision_3s_pct
0000548db87959c2,True,0,1.1409698650240898,1140.9698650240898,trajectory_only,1.0,21762.44482421875,21817.34912109375,23286.94970703125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.8543237869597982,1.0,,1.0,1.0,1.0,,,0.9393015778999159,0.9393015778999159,0.2858138680458069,0.0,1.5921510457992554,0.0,3.7903826236724854,0.0
001b34b45b2f50e4,True,0,1.129065427929163,1129.065427929163,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.3025951087474823,0.0,0.15834571421146393,0.0,0.14951887726783752,0.0
003a1fdca9505c09,True,0,1.1305823363363743,1130.5823363363743,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,0.0,1.0,,0.0,1.0,,1.0,1.0,0.0,,,0.0,0.0,0.22426563501358032,0.0,0.20177282392978668,0.0,0.8797587156295776,0.0
006d30e1af265b1e,True,0,1.131918704137206,1131.918704137206,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.8538456859896761,1.0,,1.0,1.0,1.0,,,0.9391023691623651,0.9391023691623651,0.31095656752586365,0.0,0.535916805267334,0.0,1.333630084991455,0.0
00a757f8d4e45f8c,True,0,1.1330514773726463,1133.0514773726463,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.9397776226455061,1.0,,1.0,1.0,1.0,,,0.9749073427689608,0.9749073427689608,0.1443461775779724,0.0,0.1510484218597412,0.0,0.14328688383102417,0.0
00f49d71f0eb507b,True,0,1.1331165712326765,1133.1165712326765,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.5388655598257777,1.0,,1.0,1.0,1.0,,,0.8078606499274074,0.8078606499274074,0.17880290746688843,0.0,0.4898364543914795,0.0,0.5350875854492188,0.0
012ca60989175c54,True,0,1.1334247160702944,1133.4247160702944,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.19389088451862335,0.0,0.08353356271982193,0.0,0.10798493772745132,0.0
013ec5b715635a66,True,0,1.135498896241188,1135.498896241188,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.48005935549736023,0.0,0.224486842751503,0.0,0.3946854770183563,0.0
01518f6335d75c16,True,0,1.1362463515251875,1136.2463515251875,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.6238529298494956,1.0,,1.0,1.0,1.0,,,0.8432720541039566,0.8432720541039566,0.3175089657306671,0.0,0.6342020034790039,0.0,0.9565042853355408,0.0
018690bcb255590d,True,0,1.1374999526888132,1137.4999526888132,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.12619423866271973,0.0,0.059835340827703476,0.0,0.5341769456863403,0.0
01c019a7360f5445,True,0,1.1395876128226519,1139.5876128226519,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.7555844951468804,1.0,,1.0,1.0,1.0,,,0.8981602063112003,0.8981602063112003,0.16814565658569336,0.0,0.3973029553890228,0.0,1.5010184049606323,0.0
