token,valid,rank,infer_time_s,infer_time_ms,infer_mode,skip_video_decode,gpu_mem_alloc_before_mb,gpu_mem_alloc_after_mb,gpu_mem_alloc_peak_mb,gpu_mem_alloc_peak_delta_mb,gpu_mem_reserved_before_mb,gpu_mem_reserved_after_mb,gpu_mem_reserved_peak_mb,gpu_mem_reserved_peak_delta_mb,no_at_fault_collisions,drivable_area_compliance,driving_direction_compliance,traffic_light_compliance,ego_progress,time_to_collision_within_bound,lane_keeping,history_comfort,comfort,multiplicative_metrics_prod,weighted_metrics,weighted_metrics_array,pdm_score,score,nuscenes_l2_1s_m,nuscenes_collision_1s_pct,nuscenes_l2_2s_m,nuscenes_collision_2s_pct,nuscenes_l2_3s_m,nuscenes_collision_3s_pct
0000548db87959c2,True,0,0.5775485970079899,577.5485970079899,trajectory_only,1.0,21762.44482421875,21817.34912109375,23286.94970703125,1524.5048828125,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.9018712957547989,1.0,,1.0,1.0,1.0,,,0.9591130398978329,0.9591130398978329,0.6733273267745972,0.0,1.4923514127731323,0.0,4.7980265617370605,0.0
001b34b45b2f50e4,True,0,0.5635121501982212,563.5121501982212,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.050790708512067795,0.0,0.15834571421146393,0.0,0.3859250843524933,0.0
003a1fdca9505c09,True,0,0.564316039904952,564.316039904952,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,0.0,1.0,,0.0,1.0,,1.0,1.0,0.0,,,0.0,0.0,0.15336041152477264,0.0,0.458804726600647,0.0,0.897491455078125,0.0
006d30e1af265b1e,True,0,0.5629543941468,562.9543941468,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.873947786409846,1.0,,1.0,1.0,1.0,,,0.9474782443374359,0.9474782443374359,0.05549723282456398,0.0,0.535916805267334,0.0,1.458594560623169,0.0
00a757f8d4e45f8c,True,0,0.5640599299222231,564.0599299222231,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.916787326172936,1.0,,1.0,1.0,1.0,,,0.9653280525720568,0.9653280525720568,0.15127913653850555,0.0,0.2744457423686981,0.0,0.6312723159790039,0.0
00f49d71f0eb507b,True,0,0.5640989001840353,564.0989001840353,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.208231034331699,1.0,,1.0,1.0,1.0,,,0.6700962643048746,0.6700962643048746,0.17880290746688843,0.0,0.16948074102401733,0.0,1.7216674089431763,0.0
012ca60989175c54,True,0,0.5636285822838545,563.6285822838545,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.1952756643295288,0.0,0.44822853803634644,0.0,0.4802034795284271,0.0
013ec5b715635a66,True,0,0.5740950293838978,574.0950293838978,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.17942900955677032,0.0,0.410148561000824,0.0,0.4740477204322815,0.0
01518f6335d75c16,True,0,0.564386859536171,564.386859536171,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.6009748344572,1.0,,1.0,1.0,1.0,,,0.8337395143571666,0.8337395143571666,0.05233033746480942,0.0,0.19608040153980255,0.0,0.9565042853355408,0.0
018690bcb255590d,True,0,0.5643066838383675,564.3066838383675,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.427773118019104,0.0,0.8546686768531799,0.0,1.0939749479293823,0.0
01c019a7360f5445,True,0,0.5650755073875189,565.0755073875189,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.7219816298048152,1.0,,1.0,1.0,1.0,,,0.884159012418673,0.884159012418673,0.05307552590966225,0.0,0.9032324552536011,0.0,2.0007052421569824,0.0
01f3a4a21dc2582f,True,0,0.5650113206356764,565.0113206356764,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.6879312278806541,1.0,,1.0,1.0,1.0,,,0.8699713449502725,0.8699713449502725,0.0368351936340332,0.0,0.27565163373947144,0.0,0.6583813428878784,0.0
020ba7462c6f52b3,True,0,0.5650433097034693,565.0433097034693,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,1.0,0.08504848182201385,0.0,0.20767880976200104,0.0,0.9851016998291016,0.0
024d89a3e1e752dc,True,0,0.5648622810840607,564.8622810840607,trajectory_only,1.0,21817.34912109375,21817.35009765625,23286.95068359375,1469.6015625,23652.0,23652.0,23652.0,0.0,1.0,1.0,1.0,,0.9136040295025257,1.0,,1.0,1.0,1.0,,,0.9640016789593857,0.9640016789593857,0.17623279988765717,0.0,0.21736304461956024,0.0,0.6297350525856018,0.0
